id,name,num_reviews
24715340,Contemporary Davie Home Stay Close to NSU w/ Pool,95
53471904,Sunset Bliss by the Ocean: Your Ultimate Getaway,95
53685113,Large 2 Bedroom Apartment 300 FT from the beach.,95
22751447,Tropical Getaway,95
33933632,Waterfront Oasis Studio (110),94
46488276,Hard Rock 3 Bd Home in Hollywood -Ft. Lauderdale,94
40731719,Oasis at Hollywood - Sleeps 5 - Unit 1,94
1028138339999568542,Sandscape Haven Hollywood Beach Studio w/ Parking,94
51492642,❤️ of Downtown/Duplex in Victoria Park! ❤️,94
602097630214028037,2BR/2BA Just 0.8 miles to Beach,94
45958175,"Relaxing Getaway | Minutes to Beach, Las Olas & DT",94
919741162718674491,Spacious 2 bedroom Getaway in Hallandale Beach,94
45090090,"2BR Apt on the beach, BY the Diplomat hotel (8F)",94
12265535,"4BR FLL Waterfront Pool, Dock & Ocean Access",94
41861533,"Private studio # 3,  five min walking to beach.",94
51637218,3Bed 2Bath Heated Tropical Pool Retreat-Tipsy Tiki,94
13588956,"COMFORTABLE ROOM, GREAT LOCATION IN WILTON MANORS. WALK TO THE DRIVE",94
689775512523741889,Amazing Studio 2 beds full kitchen 1 blk frm beach,94
833379784826146963,Comfortable Room! 5 min from FLL Airport,94
27987346,"Sunshine Dream House w/Heated Pool, Near Beach",94
26915012,"WATERFRONT VILLA salt wtr heated pool, 5m to beach",94
43626866,Cute Apartment Dtwn Hollywood Near Beach and FLL!,94
2177017,Pompano Beach House with Heated Pool & Spa,94
53902597,Luxury 8BR Estate w/ POOL & Gameroom - 24 Guests,94
727474038291411920,The Oasis Studio,94
53573913,• Casa Eden • 4 bedroom | 2 bathroom | King bed,94
50775037,Chic Zebra Condo | Prime Fort Lauderdale Spot 1BR,94
50024549,"Blue Cabin w Hot tub, 6 mins from Airport & Cruise",93
53814217,Waterfront Modern  Hollywood Hard Rock airport,93
50007339,Livin’ good in Fort Lauderdale,93
625175862067518280,Excellent Studio at prime location,93
926334244558257838,"Private Studio, Hotel Style Suite - \"Trinidad\"",93
695122493791342593,Centrally located | Heated Pool | Riverside|Citrus,93
839380095612332460,Modern 3 BR Home in Luxurious Lighthouse Point,93
568028400289131116,Oceanside Boutique Loft Apt Cozy Beach Unit # 7,93
44206133,AlohaEscape · ☀️COZY WATERFRONT STUDIO - 1 BLOCK TO BEACH! 5 minutes from GOLF🏖,93
1027072786882035176,Heated Pool King Bed-Heart of Wilton Manors,93
44290645,Home By The C,93
29411826,Perfect Family Getaway on Hollywood Beach 3,93
18959456,Walk to GAY Wilton Dr | King Bed | Pool | Kitchen,93
676694224387522850,Canal-Front Condo: Walk to Downtown Ft Lauderdale!,93
33826041,Luxury Beach Villa 5 minutes walk to the Beach,93
635582121559407456,Hollywood Beach Boutique Vacation Studio LB4,93
41638544,Pool/Pets/Private/2.2 miles to Hollywood Beach,93
52557417,Beach House! Steps To Beach+BBQ! Florida Paradise!,93
20052163,The Baker House Gallery,93
44374778,Enhanced Clean #1 Private Queen Bed & Free Park,93
45407977,"Tiffany Emerald: Rooftop Pool,Gym, & Walk to Beach",93
51688868,"Luxury 5BR Family Escape, Heated Pool, Playground",93
22546520,2 Bdrm/1Bth Waterfront.Wilton Manors.Private Patio,93
30671718,Divine Temple with Enchanted Fairy Garden,93
41090416,Bright Beachside Getaway Apt #7,93
33038281,*Fully Renovated* Tropical Oasis - By Avi,93
53656249,Oceanfront Luxury Condo W Beach Access,93
787481128972652456,01 Best of FLL - Cozy 2 Bdrm Apt,93
49309835,"Hollywood. Tides Condo 9J 1 Bd, 1Bth, seaview.",93
964797823505027027,Pompano Paradise w/Private Pool 5 Mins From Beach,93
30101339,Relax and Enjoy Deerfield Beach!!!!!,93
30469475,Beachside Opulence - Stunning 6-Bed Luxury Retreat,93
48956291,"Beach Oasis w/ Pool, Spa & Game Room!",93
48133201,"Modern 4BR Home, Heated Pool / Jacuzzi / Game Room",93
24379605,Amazing Suite (1120-47),93
53172906,Fantastic Ocean View Pent House on the Beach 1B/1B,92
47356153,Costa Hollywood Beachfront Resort|Skypool& Hot Tub,92
658560138824909130,PRIVATE POOL-Paradise Home-Fort Lauderdale,92
923307287054818503,Family 5BD Villa~Heated Pool~Fire Pit,92
1044172914117319576,Paradise Waterfront-Jacuzzi-heated Pool-familyhome,92
42643191,"Private Suite # 4, five minutes walk to beach.",92
43498233,A private room  in our home near Wilton Manors,92
950876059581419145,The Jojo,92
1083314369143421454,A little castle in Wilton Manors,92
21151396,Las Olas Tropical Gem,92
1011605219253674889,Duke's Haus - Queen,92
1212430003409346640,Steps to Beach • Pool • Sand Vibes Studio,92
42680482,Charlie Chaplin - A Timeless Modern Escape! 1BR/1B,92
53149028,Spacious 3 BR/2 BA in East Fort Lauderdale 712-3,92
47313610,Hollywood Beach Broad–walk+ Gym+ Amazing Pool,92
642056867204924599,Beach area large studio heated pool bbq laundry,92
547674290495566930,Your Florida Vacation Destination- Near beach,92
780302309205324038,Tilah Stays | 10 min to Beach | Weekly discounts,92
613455048154497621,Luxury Apartment With Amazing Views BY rent4us,92
52988576,CasaDePaz-3/3 Pool-Spa/BeachHome/HotTub/Wlk2Bch,92
1253036639777305587,Las Olas Mansion with 2 Kings & Hot Tub,92
48568829,Wall 2 Wall Paradise Direct Ocean front Penthouse,92
15307081,Luxurious Studio Perfectly Located!,92
544895280699953978,Studio Room- Pool View Steps to Beach -ROOM E,92
14854107,sleep by the sea on this luxurious unit,92
50953298,Just Steps to the Beach!   BNR Vacation Rentals,92
933275197771494628,Cozy city guesthouse,92
617980217202025732,Cozy Private Suite Near Beach | Central & Peaceful,92
41497296,Classy Comfortable Condo - Close to everything!,92
48295526,"WILTON PALMS Unit 101, Charming Oasis with a pool!",91
47980927,Waterfront Home+Heat.Pool+Jacuzzi+Pool Table areas,91
48551010,Mermaid‘s Paradise - Private home w/ Hot Tub,91
554366400821001469,Lovely 2 Bedrooms rental unit with Pool,91
899822943605706265,Beach Isles: Modern 1BR Waterfront View with Patio,91
889822365514400563,Beautiful beach apartment,91
50350987,The Purple Pelican~Beachfront w/ Ocean Balcony~#2,91
51754185,Beach Retreat★ 1 block from downtown ★beach& Shops,91
685567517853691934,Pretty Rola #302 Cozy Condo,91
991353058516198829,Emerald Oasis Studio! Cozy and Comfy Getaway!,91
21839282,The Sunrise,91
47728218,Amazing Apartment on the Beach,91
33988723,Rose room,91
29652694,Oceanfront Apt | Balcony + Pool + Sea Breeze,91
579090085739368431,Casita del Sol - private pool & hot tub,91
49548778,On Water | Patio | 1250 ft² | King | Tarpon Harbor,91
813077786018523886,Chateau De Carmelle - Cozy Private Room & Entrance,91
23920691,Cozy house with heated pool near the beach,91
890406785510993456,Romantic Retreat w/ Private Pool. Near Las Olas,91
957310784063326653,Zach's Tropical Pool House,91
32223657,Home Sweet Home with Pool and Basketball net,91
40349210,Coral Springs Paradise. Warm and cozy apartment.,91
52335713,Beach Front. New &Luxuriously renovate 3 BEDS. 2/2,91
53155633,Stunning Classy Retreat | 5★ DT Location |♛Hot Tub,91
22483818,Great Location 5BR/3BA Heated Pool Hollywood Beach,91
766109378085841480,Beach house w/ private theatre!,91
1006421642187412406,Wilton Manors Pad,91
38308674,Waterfront Home Near Beach~Dock Your Boat~Kayaks!,91
740670562997758392,Hyde sobre la bahia  5 * vista al mar y la bahia,91
5030079,Best location in Pompano beach with chip and putt.,91
755932155752447995,Jungle Happiness STR-2651,91
1170251745179704014,*Seaside Getaway* - Suite w/ Private Bathroom,90
49938914,5| House |Walk to Hollywood Beach & Downtown| WIFI,90
857819791739296529,Wilton Manors  guest house,90
562231123331991760,EDEN: Penthouse 2/2 with ocean view!,90
618021960303163491,"Luxury 7 Br Home w/ Pool, Gameroom & Soccer Field",90
837267826607413391,50% off Las Olas Retr: HeatPool Family-Perfect,90
629062559912109803,Beach and Hard Rock Hollywood Vacation House HA02,90
23437656,Apartment with  Hot Tub and Infinite Pool,90
723999214343467454,Sunny Days | Heated Salt Pool |Grill |Beach|Modern,90
35370031,The Garden Villa,90
24711093,Impeccable Suite (1120-15),90
39534787,•Rum Locker• 1 King | 2 Twins | Private | Sleeps 4,90
1027885035499240412,Sun-kissed Charm: Beachside Hollywood Studio,90
1257194249688476879,"Easy Beach Access, Queen Bed, Hollywood Boardwalk",90
953587630853260153,3 Bedrooms- Outdoor TV by the Beach-GAME ROOM-Pool,90
48399060,MIAMI Art Villa/Heated Saltwater Pool & SPA/EV,90
593667687216390645,New Lovely 2B- bedroom a two blocks the beach.,90
955067559872472884,"Gorgeous Renovated Pool Villa, 3 min walk to Ocean",90
54093671,"Fun Family Pool Home for 6, Near Beach & Hot Spots",90
615459403365758429,Cozy 2BR/2BA Oasis in Scenic Community in FLL,90
561432216703790645,Stylish 3BR/2BA Bungalow  5 Min to Beach & Airport,90
578508895168550012,Key1_Stunning 1Bed Apto mins from the Beach,90
52383059,Waterfront ~ Heated Pool ~ Dock ~ Kayaks ~ Bikes,90
558556817301397489,Lovely Bedroom w/pool across the Beach!,90
15705844,Tropical Garden Apartment- 200 Yards to the Beach!,90
837034873245674615,Beachfront 2BR/2BA Condo W/ Balcony + Pool access,90
51940085,Casita Flora near the Ocean w/Pool & Hot tub,89
33189751,"Resort Villa EE, Ocean & IntraCoastal",89
49479190,Apt#1 BEACH-CHARMING Lodging SUNNY PLACE-BBQ/Patio,89
1107538575921318954,"Quiet Guest-Room in Davie near Nova, FLL airport",89
6971295,Short Walk to Ft Lauderdale Beach,89
806505566646476378,1 Mile to Beach - Heated Pool - FirePit - Pets Ok,89
745121079897845481,Modern apartment with an outdoor Oasis & hot tub!,89
989131292415303458,Ms Wiltons Large 2/2 Large Pool,89
796442844774961149,Walk to Wilton Dr | Waterfront Home | Kayaks & BBQ,89
38357144,New Modern5/3 Pool HOME Full Equipped in FLL-MIAMI,89
762191449891171257,Tropical Retreat on the Waterway with heated pool,89
30512372,Magnificent APT. 0.8 miles to the beach. Unit #4.,89
650767849181400446,Waterfront home w/ pool & incredible views,89
23122654,Blue Saphire Room - Heart of Wilton Manors,89
54070148,Peaceful Property - Sea Turtle,89
18355083,"Luxury Family Villa | Heated Pool, Hot Tub & Beach",89
53170361,2 Big Homes On 1 Big Lot.Walk to beaches&hotspots!,89
711126882598490981,Exclusive 2 Bedroom Apartment- Free Parking,89
40723879,Private/A1A-Oakland blvd./ walk to 🍽 🍹🏝🏖,89
33803922,"BEACH HOUSE walk to Beach, Heated Pool",89
33318175,Pool-walkable to Wilton Drive-8min drive to Beach,89
47317021,Cozy home in Pembroke Pines 10 mins from Hard Rock,89
50494311,"WILTON PALMS Unit 103, Le charme d'une Oasis!",88
53292741,2b/2b Suite w Sleeper Sofa. Steps from the beach,88
1021152962479444457,Wiltons Garden Getaway | Walk to Wilton Dr | BBQ,88
644871082708385709,4B Hermoso Apartamento 2 cuadras Del Mar.,88
23435740,Blue Pearl for 10-Heated Pool-Beach/Pier 5 minutes,88
48881261,The Nest ~ By RRAccommodations,88
30573308,"❤️ 🌴🏖Luxury Waterfront, Pool, Jacuzzi ☀️☀️☀️☀️☀️",88
1744871,Oceanfront condo in Fort Lauderdale,88
914466803359852132,Pool/Movie Theater/Pool Table & Foosball/King Bed,88
15964854,Beach Condo- Building on sand! Monthly Specials!,88
45772954,Oasis Studio On The Beach,88
847123301047931260,Tropical Paradise! Ξ Heated Pool! Ξ Pet Friendly!,88
48733369,Luxury Waterfront/Lakefront/ Pool/Beach 7Min Walk,88
587088038558021437,"Walk to Wilton Manors! Mins to beach, free parking",88
39198831,Amazing Villa WALK 5 minutes to Hollywood Beach,88
52089928,5 Stars LYFE 25 fl 1bed unit on Beach w Oceanview,88
39002877,Victoria park hideaway for You!,88
46920110,"1 Spanish style condo near beach,downtown, airport",88
802786565176762697,Deerfield Beach! 10 min 2 beach Hot Tub Pool Table,88
49038823,"Beautiful 1BR apartment in The Tides, Hollywood,FL",88
1162640332981648182,"Private, free parking, near beach, early check-in",88
19244100,Beachfront Apt | Balcony + Pool | 4 adults + kids,88
654933308178454939,"Dreamy Living I DT Ft Lauderdale, 8mn to the Beach",88
38969823,NEW! PIPER PALMS VILLA WELCOMES YOU!,88
29209375,Cozy & clean Apt. 0.8 miles to the beach. Unit #1,88
51330684,2 |Private Room | Bathroom | Entrance | Near Beach,88
666071002437624284,"⛳️  TIKI PARADISE! Pool, mini golf, kids’ playhouse, arcade!",88
846545983389832515,"Serene Beachside:Pool & Jacuzzi, GameRoom, 3BR/3BA",88
32870152,Stunning lake view -beach*Hardrock*nightlife*FLL,88
33941704,Family Cottage- Sawgrass Area near Fort Lauderdale,88
14630025,WVR Vacation Residences 506,88
960253328424805445,Peach Beach House- 3 mi to beach,88
37451155,Fully Equipped Two Bedroom Apartment on the Beach,87
53917342,Tropical Oasis 6BR/4BR Villa Pool & Billiard Room,87
49482953,Apt#3 BEACH-CHARMING Lodging SUNNY PLACE:BBQ/Patio,87
643671436143912115,CoastalLas Olas 1BR Near Beach - No Cleaning Fee!,87
824810826007456177,Self checkin Private master room / private bath,87
52496400,Awesome location- steps to the beach!! Apt 4,87
1053857021441998221,HTD Pool-BBQ-Games-Near Las Olas,87
940904270060947311,"Kitchen, Parking, Beach Gear",87
1031247735205663823,Studio Right off Las Olas - Steps to FTL Beach #1C,87
749853738728371663,"Beachfront, Pools, Patio, King Bd Villa- Hollywood",87
52761193,Sunshine-House on the beach-Downtown-Heated Pool,87
52267126,Cheerful 2-bedroom residential home,87
53752408,"PEACEFUL OASIS-10 min to beach, perfect 4 families",87
44322003,"Absolute waterfront haven, walk to the beach",87
602341677200291525,Adoni Holm Guest Suite,87
41957120,Hidden Gem in Gated Community with Pool 🏠,87
53027953,"Beachfront Prime Location updated 1 Bed, 1.5 Bath",87
54023022,PoolsideStudio | Pool | Kitchen | Parking near FLL,87
17461886,Secluded Cottage in Tropical Oasis,87
43386944,301. 1 blk to ft laud beach. Grnd floor studio,87
1196473324371712601,2 Bedroom Suite,87
571597237855483809,"Hyde Beach 1bd/2bth ,7 days or more parking free",87
30257197,Seaside Condo perfect for your beach retreat,87
730978024907690631,Will's off Wilton Dr - 2BR/1BA + Den + Heated Pool,87
14012738,4 Bed Pool House! Wilton Manors!,87
33983145,"OVER THE INTRACOASTAL CANAL, 1 BLOCK TO THE BEACH",87
1102899421287593108,Private Room On Hollywood Beach,87
26056355,"LYFE Resort – Beach Stay with Partial View, 4pax",87
21995579,Large Pool Villa 5Br/3 bth sleeps 16+/BEACH/BBQ,87
39127314,Newly Renovated Villa with Hot Tub,87
53809381,Huge Tropical Heated Pool & Close to Beach,87
818622494335301121,Pool+Hot Tub+Sauna+Gym! 1 Minute Walk To Beach!,87
51044616,Relaxing 2 Bedroom w/Pool & Hot tub close to Beach,87
762973343830216243,Pool house near the Beach. We're pet-friendly!,87
714484526286388713,"Lux Penthouse, Ocean View～Right on Beach～Pool",87
683937012888105532,3B Beautiful New Apartment near the beach.,87
993717614560427677,2MI from Beach + Heated Pool + Grill,87
54354320,"Gorgeous, private, tropical pool home!",87
710746387449254699,01 Beach chic apt - Ft Laud - 8 mins to beach!,87
1161676765275595007,At Mine | Beach Apartment in Fort Lauderdale,87
1009601011551612331,4BD Villa: 4-Hole Mini Putt | Playset | Salt Pool,86
40860423,Beach Haven (A10),86
45484631,Tropical Garden Suite with a pool,86
574562904304256974,Stylish Home | King Bed | Beach & Downtown Life!,86
33493943,"Heated pool, parking, 5 min walk to food and fun!",86
976370119309952246,Like Oasis Fort Lauderdale,86
18550601,Hollywood Beach Condo ~ Seascape ~ newly updated,86
1006735604494962148,Charming & Airy Home Just Minutes from the beach,86
41103738,RENT LUXE 5 STAR 40x20 HEATED POOL STEPS 2 BEACH!,86
8800457,Walk to Beach & Dining ~ East of US1 !,86
695676448827316020,"End unit, very quiet & private",86
884693050067472852,The Heart of Wilton #4,86
52221756,Beutiful villa great location long term disc avail,86
38467173,Beachfront Paradise,86
937773027188746844,Heavenly Hollywood Pool Home,86
766944156402500760,6 New and beautiful apt two blocks from the beach.,86
16300708,Holiday Oasis Resort-Blue,86
832556171149857154,"Pool House 3/2. Grill, Mural & Ping Pong Table",86
845872511643930557,Amazing Beachfront  2BR/ 2 BATH Condo 15th Floor,86
3441997,Great Florida Vacation,86
51247806,Lovely updated 2 bed 2 bath condo!,86
23998867,NEW! FLL Villa 2b/2b w POOL Beach 5min Drive (KL),86
917591437354050891,"Family Oasis w/ Park, Pool, & Covered Patio!",86
908718613815822815,Blue Ocean Vacation Home 1,86
674077523942246784,Fabulous 5BR/3BA Villa near Hollywood Beach,86
10609971,Nice ROOM in Beautiful Country Home,85
43148207,SeaSpray*,85
662449659777281437,Stylish home w/ patio close to Beaches/Casino (#3),85
48419701,Perfect Family Getaway on Hollywood Beach 7,85
31976496,Lakefront Home in Hollywood/ Fort Lauderdale,85
48445855,Upscale Retreat|Pool|Game| Beach 15min walk,85
50638642,Beach Time - B2,85
51188800,☀️Casita bonita 🏖 Villa with 4beds & HEATED pool 🌴🔥,85
923735734439377110,Heated Pool+Hot tub! Waterfront-Pool table+Kayaks,85
52028013,Elegant Retreat by Beach,85
713199017861122955,Amazing Apartment Steps to The Beaches&Grand Canal,85
802491540685559027,Luxurious heated pool house minutes to the beach,85
52132682,Surf and Sand at Terra Mar,85
920462592564044222,Peaceful Pool Home in Sunny South FL,85
24002432,Beautiful Luxury apartment in Hollywood 1/1,85
50810244,Lovely apartment in Tides,85
43862707,Spacious cozy room,85
858494411757765809,Heated Pool+Waterfront! Tiki Hut+1 Mile To Beach!,85
863138133193882158,7 beds Walk 2 BEACH | Great 4 Families & Groups #1,85
50023855,Queen Suite 6 mins from Airport & Cruise,85
765373946605848361,Tranquility 2Bed/2Bath/2K |5 Star DT Area |Hot Tub,85
935645609165512388,Waterfront | Boat Rental | Heated Pool | Sleeps 10,85
51092018,Backyard Paradise: Gazebo • TV • Grill • Sandpit,85
599384774388708752,Private Oasis- Heated pool/hot tub-Close to beach,85
639208665729723640,Hollywood Large Studio Close to Beach & Casino LB3,85
654922087006964555,Luxury 8BR w/ Pool & Mini-golf & Soccer- 16 Guests,85
649131554097875942,Luxury 3BRs Home 4mins to Ocean with Heated Pool,85
43845010,Great Apartment at Lyfe Resort and Residences,85
54223584,Casa Terra Lumi @_lumicollection,85
48684183,Cozy studio in miramar,85
24700234,Positive Vibes at the Hyde,85
615235851339824531,Light & Quiet 4-Bedroom Villa w/ Heated Pool & BBQ,85
772504952209989405,Beach Condo | Lush Patio w/ BBQ | Breakers One,85
54085141,Lovely 1-bedroom rental unit with free parking.,85
49320002,Boutique hotel with patio steps from the beach,85
599908828067435123,Comfy 1-BR Studio Near Hard Rock - Washing Machine,85
1201633670304549595,Scenic Stay | Yoga Classes. Fitness Center,84
1007520758083426373,Steps to the Beach! Free Shuttle! Stylish Design,84
1190391960180104139,Tranquil Hideaway l Biking. Pool. Free Breakfast.,84
571979115061186132,Luxury 2 Bedroom 2 Bath Condo Steps to the Beach,84
1160226272155433318,At Mine | Family Pool Suite In Fort Lauderdale,84
632029458100979773,The Snowbird-Heated Pool 10 Minutes From The Beach,84
969532685797868100,"Gorgeous Beach Spot Las Olas - Heated Pool, Gazebo",84
699933630123450030,"Vibrant, Bright 2-Bedroom Gem in Victoria Park",84
9297229,"2/1 UPDATED, light & bright",84
40163276,"Luxury 1/1 Beach Condo *No resort Fee* Pools, Gym",84
692931964952278954,Waterfront w/ Heated Pool! Managed by BNR Vacation,84
618086574399193215,Ben’s Spacious Luxury Suite.,84
19575427,Spectacular 3 BDR Ocean Front at 4111 S. Ocean,84
47900802,"2 Cottage style condo near beach,downtown,airport",84
32912263,"Beautiful home w/ heated pool, 10 minutes to beach",84
52703153,Amazing LUXURY Villa Walk 10min to Hollywood Beach,84
1034856971134339310,"Pool, golf & 4 mi. from the beach & The Hard Rock",84
981931244814700506,The Vintage Palm Tree,84
587565818959050908,"Waterfront, salt pool and close to the Ocean!",84
36519395,"Steps to Wilton Dr, Lg 36' Salt Pool, Big Pvt Yard",84
39895281,"Cheerful  tropical oasis near beach, port & shops",84
552258965317999862,Waterfront Heated Salt Pool Tiki. Free EV charging,84
893661149936950315,Beautiful Studio APT W/Parking - Walk to Las Olas,84
1061053525147144649,Luxury Studio w/Pool & Spa #2 East Ft Lauderdale,84
16740970,"DB6 Walk to the Beach, Relax and enjoy white sands",84
48269045,"STEPS TO BEACH - Cozy, 1/1 - free parking",84
45232196,Luxury Modern Duplex Near the Beach,84
52658132,"Family Getaway: Heated Pool, Home Theater & Arcade",84
1135101416350057072,Casa Andrews Wilton Manors,84
19116975,Captain Kidd  the Buccaneer now open for business,83
49657316,The GreenSuite Lux 2 Bed 2 Bath Ft Lauderdale,83
718004195617811720,Heated pool | 6 min>Beach | Private backyard | BBQ,83
48627675,Camping near Hollywood beach,83
48104197,The Pompano Beach House,83
718979608204035810,"Private House 5-mins from Beach, Airport & Seaport",83
39788082,"Heated Pool, 4 BR, Walk to Beach & Restaurants!",83
797726813709176905,Family Beach Home. Pool & BBQ,83
21863922,Escape to Pompano: Your Private Slice of Paradise,83
693971745157922803,Cute efficiency suite with private entry and bath,83
762207474999545588,Hot tub house near the Beach. We're pet-friendly!,83
990539921465419811,Hollywood with a Pool,83
50622255,New remod luxe beach villa w/ private fenced yard,83
836934375964232121,Waterfront Tropical Oasis 3Bedroom Pool & TikiBar,83
2824122,Oceanview king bed right on the beach w pool&gym,83
21858446,12D Excellent one bedroom apartment with GreatView,83
37251581,"Spacious 4/3 Large Pool Home :parking, BBQ WIFI!",83
28361384,"Spacious Oasis -Heated Pool, Hot Tub & Near Beach",83
953430534847302966,Independent Entrance / Queen Bed,83
25632967,Beautiful apartment in  Hollywood Beach,83
586196090676291627,Townhouse on the beach with pool,83
45214681,"Tiffany Blanca: Rooftop Pool, Gym, & Walk to Beach",83
899684116192444315,"King Bed, Office Desk & Chair",83
630500253356133571,Oceanview Condo at Hollywood Resort,83
37494797,COASTAL BUNGALOW #1232: 2BD/2BA HOME + SHARED POOL,83
39534499,• The Captain's Landing • 4 bedroom | 2 bathroom,83
597118299222902321,Beachfront Resort Condo | Tiki Bar,83
53833185,Villa Aura Heated Pool 4 Bedrooms 6 mins to Ocean,83
21735433,"Beachfront Apt | Hollywood, 10th Floor + Pool",83
550730205490217624,"1BR/1Bth, Free Parking, Private Entrance & Patio",83
880255446557975010,"Fun Filled Resort: Hot Tub, Tiki Bar & Arcade Room",83
52198756,Unique Art & Nature Hideaway Walk to Wilton Drive,83
46561257,"3 Cottage style condo near beach,downtown, airport",83
50658975,Peaceful Haven - Cozy Room w/ Netflix & Pool,83
30512677,"Stunning apt. 0.8 miles to the beach, Unit #5!",82
48550259,Marvelous Modern Private Apartment Fort Lauderdale,82
1030723870809902506,Luxurious Boutique Hotel in Fort Lauderdale,82
47072789,"Beachside, 5th floor, 2 bed, 2bath, 5th floor",82
845525553517215050,Breathtaking ocean view 2/2,82
34818629,Cozy UP Private Guest Suite,82
24120749,BRONIA'S LOFT,82
37627059,Deluxe 5BR/3BA Home near Beach & Casino Heat Pool,82
28564448,Beautiful Miramar Home!,82
24206900,NEW! Kid friendly Villa w POOL. Beach 4min ( Isla),82
1989116,2 - Beach Bungalow w/ Free Parking,82
51271768,Direct OCEAN VIEW Luxury condo 15th floor,82
45954711,"Downtown Ft. Lauderdale, close to everything!",82
854515795829536480,"Designer 2br, king-size bed, 5mins to the beach",82
51967269,Private room with patio 4 min drive to the beach.,82
663620684338497179,"New, Cozy Studio | Heart of Fort Lauderdale",82
780565853738601872,Tilah Stays | 10 min to beach & nightlife,82
723318240150943044,Family Paradise ~ Heated Pool ~Patio ~ Outdoor TV,82
652110224568164962,Beach Home Modern 2 Bedroom Unit - 4min to Beach!,82
937960957783205833,"\"Island Orchid\" Key West Inspired Room w/ Pool",82
1042773740884653108,Paradise on the River STR-1713,82
48279307,Premium Luxury 5BR/3BA Villa near Hollywood Beach,82
740641681298725900,Vibe& Dive: Splash& Relax w/ Heated Pool & Wet Bar,82
1061491795787864559,Sun-Kissed Retreat,82
786347506987559851,Pool Heat | Firepit+BBQ | 75”TV | Foosbal | 581mbp,82
700521469950970549,Santorini Patio Suite 1Bed/2Bath/1K | DT | Hot Tub,82
868966822536312134,Stunning Villa near Las Olas Beach Heated Pool,82
54271870,Mansion In The Sky - Wall to Wall Oceanfront!,82
51858269,"Beach Home 4300 SF Heated Pool , Walk to Beach",82
1058209649361565250,2 Rooms 1 Bath W Own Entrance,82
680490418468820728,Tropical Contemporary Villa With Heated Pool & Spa,82
51535338,"*Stay in Style* 3br, private, 5 min to the beach!",82
48697783,Elegant & Cozy Heated Pool/5 min to Beach/GameRoom,81
597182144710789319,Calm and cosy Retreat 3/3 with Pool close to beach,81
48000609,"Huge private pool oasis, Steps to beach, golf cart",81
42897988,LVS Cascada- ExclusiveOffer Golf/Pool/HotTub/Beach,81
617990520109826228,Amazing Views At a Dream Apartment By Rent4us,81
17027661,Coral Reef Villa,81
21108161,BEST Luxury Estate Home *BBq*POOL*TIKI*MIAMI*FLL!,81
989957443666660329,Modern and Spacious 2/2 Condo Ft Lauderdale Beach,81
1199598375179293587,The capsule house,81
43846679,Great 2 Bedroom Apartment w/sea view on the Beach,81
40779468,Beautiful Home away from Home 15mins from beach,81
50390951,Upscale Home w/ Hot Tub: Walk to Pompano Beach!,81
46103521,Modern Hollywood Beach 1BR Condo-STEPS TO BEACH,81
645603060181385266,"Relaxing home, close to beach, Free Parking, Wi-Fi",81
576000114050750119,Sexy Mermaid Studio (209),81
626810707379599767,Walk 2 Wilton|Heated Pool|10mins 2 Beach&Las Olas,81
621576249946389864,Lovely & Spacious 2 Bedroom APT Coral Ridge,81
591112967876680125,Stylish 4 Bedroom 2 Bath Pool Home Mins to Beach,81
621855751171302400,New! 4Bed Htd Pool/Jacuzzi/5 Min to Beach/Fire Pit,81
52734991,Great S. FL Vibes Pool Home w/Queen Suite!!,81
41838397,"Heated pool, Yard, Laundry, Kayaks, BBQ, Kitchen",81
23143374,Beach & Breeze A Lakeside Stay Near FLL,81
53845438,Perfect Location - Walking Distance to the Beach,81
45735323,Modern Luxury 8BR/6BT Villa Beach-Miami FLL Mins.,81
43429470,Your place to stay at the beach !,81
647699217395864476,The Florida Paradise! Heated Pool,81
994304024144597901,Modern spacious 1BR/1BATH w/Pool in Victoria Park,81
908798936693732126,FLL Escape #2,81
53725733,Entire Lux Waterfront Home ~ Heated Pool ~ 3 min to LBTS ~ Waterfront Views ~ Game Room ~ Bikes,81
1099616154848998596,Perfect Getaway Studio in Wilton Manor (2),81
29079315,Sunrise House in Fort Lauderdale - Min to beaches,81
1050077649239431342,Cozy Private Studio in Sunrise,81
790695013750848600,Ft Lauderdale Jewel,81
14853737,Heated Pool!  Walk to Beach and Restaurants!,81
51750336,CASA PLAYA - 5 min to beach at lovely neighborhood,81
1149998879307189535,Eat Pray Love STR-1930,81
622232951423118290,311. Gorgeous penthouse with balcony view nr beach,81
52936792,NEW**Wilton Manors Oasis w/ Games Room/Heated Pool,81
631628253563213871,*HeatedPool*-BlueVista - 12 Mins to Beach/HardRock,80
44666556,Beach Apt 1BR -1 block walking to beach!,80
39506163,Luna e Mare,80
53528998,Resort Villa 6 BR Hted Pool Beach Volleyball,80
878891957692392507,Remodeled beautiful cozy home with pool,80
548626852942288868,Eden CollectionStudio Steps to Beach!,80
1237810961384837486,Modern Oasis King Bed Full Kitchen Apartment,80
50727237,Tropical Getaway | Mins 2 Beach & DT | Fenced Yard,80
41714462,COASTAL BUNGALOW #2: 1BR/1BA APT + SHARED POOL,80
30761015,Garden Studio near Dwntown/Beach,80
544894897981420941,Steps from the Ocean-Large Suite w/Kitchen- Room B,80
1199989889026286451,Bry’s Place (private apartment),80
